SimTime,vout,sq_out,vout_smooth
5043.4089787,0.155229714577472,-1,0.155206312499011
5043.4089828,0.155230027463987,-1,0.155327793935887
5043.408991,0.155229715724779,-1,0.155207723838512
5043.4090073,0.155230026892088,-1,0.15532165346174
5043.40904,0.155229716010292,-1,0.155229900329011
5043.4091054,0.155230026749441,-1,0.155229872917975
5043.4092361,0.155229716081588,-1,0.155229870717425
5043.4094976,0.1552300267138,-1,0.155229871730636
5043.4100205,0.155229716099407,-1,0.155229871244001
5043.4110665,0.15523002670489,-1,0.155229871482655
5043.4131584,0.155229716103861,-1,0.155229871364587
5043.4173421,0.155230026702663,-1,0.155229871423239
5043.4257097,0.155229716104975,-1,0.155229871393344
5043.4424447,0.155230026702106,-1,0.155229871407378
5043.4759148,0.155229716105252,-1,0.161383680915344
5043.5428551,0.155230026701966,-1,0.161383681722067
5043.6767355,0.155229716105316,-1,0.167537491732944
5043.9444965,0.155230026701924,-1,0.167537493105654
5044.4800183,0.155229716105314,-1,0.173691301103934
5045.551062,0.155230026701902,-1,0.173691311619894
5047.6931494,0.155229716105348,-1,0.179845077360499
5051.9773242,0.155230026702129,-1,0.179845282846083
5060.5456738,0.155229716105227,-1,0.185998148550895
5077.6823729,0.155230026702628,-1,0.186002505390978
5111.9557713,0.155229716107971,-1,0.192136269521273
5180.502568,0.155230026702928,-1,0.192227496086839
5317.5961613,0.155229716102424,-1,0.197986167379733
5591.7833481,0.155230026686731,-1,0.201109044921186
6000,0.155229716089661,-1,0.204186166550698
6060.810688,0.315229074099193,-1,0.207263052197489
6076.4511805,0.155229736985107,-1,0.210339962907752
6079.5987998,0.315229087032243,-1,0.213416866897851
6080.3028431,0.155229751772047,-1,0.216493772565739
6080.4532701,0.315229034669059,-1,0.219570678482721
6080.4860532,0.155229989514387,-1,0.222647583303446
6080.4931368,0.31522793596062,-1,0.225724489618018
6080.4946731,0.155235058729048,-1,0.228801394245994
6080.4950057,0.315204535027763,-1,0.231878300655663
6080.4950778,0.155342993947128,-1,0.234955205237187
6080.4950935,0.314707894089788,-1,0.238032111670793
6080.4950969,0.157601606809975,-1,0.234955206724752
6080.4950976,0.304955480317208,-1,0.238032112360532
6080.4950978,0.236424532183084,-1,0.234955206914145
6080.4950979,0.235235189069248,-1,0.238032111982657
6080.495098,0.235228742921857,-1,0.234955208549509
6080.4950981,0.235229705168753,-1,0.23803210447445
6080.4950983,0.235229219847907,-1,0.234955243299136
6080.4950987,0.235229574067231,-1,0.238031944254373
6080.4950995,0.235229269946763,-1,0.234955983114893
6080.4951011,0.235229552041457,-1,0.238028532715611
6080.4951044,0.23522928028686,-1,0.234971673150657
6080.4951108,0.235229547030302,-1,0.237957353025887
6080.4951238,0.235229282753816,-1,0.235275586298336
6080.4951496,0.235229545806345,-1,0.235229615197678
6080.4952014,0.235229283363431,-1,0.235229398133508
6080.4953048,0.235229545502126,-1,0.235229418927513
6080.4955118,0.235229283515393,-1,0.235229412782595
6080.4959257,0.235229545426182,-1,0.235229415233278
6080.4967536,0.235229283553356,-1,0.235229414130722
6080.4984093,0.235229545407202,-1,0.235229414654583
6080.5017207,0.235229283562845,-1,0.235229414399173
6080.5083435,0.235229545402458,-1,0.235229414525334
6080.5215891,0.235229283565218,-1,0.235229414462628
6080.5480804,0.235229545401272,-1,0.235229414493832
6080.6010629,0.235229283565811,-1,0.234867545460469
6080.7070279,0.235229545400974,-1,0.234867545491815
6080.9189579,0.235229283565955,-1,0.234505676482856
6081.342818,0.235229545400889,-1,0.234505676485361
6082.1905381,0.235229283565975,-1,0.234143807600907
6083.8859783,0.235229545400833,-1,0.234143807038605
6087.2768588,0.235229283565988,-1,0.23378194075183
6094.0586197,0.235229545400877,-1,0.233781928195787
6107.6221416,0.235229283565669,-1,0.233420117245945
6134.7491853,0.235229545400779,-1,0.233419849513267
6189.0032728,0.235229283567149,-1,0.233059210355426
6297.5114477,0.235229545400806,-1,0.233053659361487
6514.5277974,0.23522928356704,-1,0.232715030656751
6948.560497,0.23522954539993,-1,0.232533813918427
7000,0.235229283565131,-1,0.232352874543954
7018.6912879,0.225820950938903,-1,0.232171944967169
7022.044298,0.235229284178437,-1,0.231991005545582
7022.8329863,0.225820951269188,-1,0.23181007599141
7022.9978892,0.235229283580512,-1,0.231629136559475
7023.0341661,0.225820954430377,-1,0.231448207010267
7023.0419728,0.235229268933522,-1,0.231267267575913
7023.0436689,0.22582102195104,-1,0.231086338027847
7023.0440359,0.235228957105742,-1,0.230905398592895
7023.0441155,0.22582246070655,-1,0.230724469045131
7023.0441327,0.235222322515589,-1,0.230543529610065
7023.0441364,0.225852927297412,-1,0.230362600062447
7023.0441373,0.235084957723388,-1,0.230543529645076
7023.0441374,0.226425199077842,-1,0.230362600073889
7023.0441375,0.230517648369535,-1,0.230543529643805
7023.0441376,0.230525121664599,-1,0.230362600095619
7023.0441377,0.230525114569553,-1,0.230543529543949
7023.0441379,0.230525120439585,-1,0.23036260055911
7023.0441382,0.230525115157515,-1,0.23054352741049
7023.0441387,0.230525120170559,-1,0.230362610419028
7023.0441399,0.23052511528627,-1,0.230543481933658
7023.0441422,0.230525120107565,-1,0.23036282011874
7023.0441468,0.230525115317428,-1,0.230542519841414
7023.0441561,0.230525120092071,-1,0.230367141287734
7023.0441746,0.230525115325154,-1,0.230524830557315
7023.0442117,0.230525120088213,-1,0.230525117748014
7023.0442858,0.230525115327082,-1,0.230525117687334
7023.044434,0.230525120087249,-1,0.230525117716495
7023.0447305,0.230525115327563,-1,0.230525117702932
7023.0453234,0.230525120087008,-1,0.230525117709479
7023.0465093,0.230525115327684,-1,0.230525117706262
7023.0488809,0.230525120086948,-1,0.230525117707856
7023.0536243,0.230525115327714,-1,0.230525117707058
7023.063111,0.230525120086933,-1,0.230525117707449
7023.0820843,0.230525115327722,-1,0.230525117707237
7023.1200311,0.230525120086929,-1,0.236678999501801
7023.1959246,0.230525115327723,-1,0.236678999251014
7023.3477116,0.230525120086928,-1,0.242832881384546
7023.6512857,0.230525115327724,-1,0.242832881691758
7024.2584338,0.230525120086928,-1,0.248986761636286
7025.47273,0.230525115327721,-1,0.248986772068676
7027.9013225,0.230525120086923,-1,0.255140605242004
7032.7585073,0.230525115327723,-1,0.255140831478227
7042.4728771,0.230525120086947,-1,0.261293668477708
7061.9016166,0.230525115327753,-1,0.261298489222073
7100.7590956,0.230525120086915,-1,0.267430192921065
7178.4740536,0.230525115327707,-1,0.267530972357361
7333.9039697,0.230525120086809,-1,0.273251167282521
7644.7638018,0.230525115327613,-1,0.276335571567124
8000,0.23052512008656,-1,0.279412924213061
8055.8556917,0.390526041983814,-1,0.282489801954186
8069.8890743,0.230525113567735,-1,0.285566772351039
8072.7415803,0.390526050798931,-1,0.288643693092687
8073.3768456,0.230525128074742,-1,0.291720651020719
8073.5128315,0.390525993885305,-1,0.294797576629941
8073.5424433,0.23052539132914,-1,0.297874532396957
8073.5488439,0.390524777834218,-1,0.300951459025452
8073.5502319,0.23053100222875,-1,0.304028414297357
8073.5505324,0.390498877314207,-1,0.307105341169874
8073.5505975,0.230650459440444,-1,0.310182296320647
8073.5506117,0.389949411501512,-1,0.313259223253525
8073.5506147,0.233145385430622,-1,0.310182296579708
8073.5506154,0.379250183381877,-1,0.313259223778357
8073.5506156,0.310719631486615,-1,0.310182296757976
8073.5506157,0.310536284122087,-1,0.313259223402423
8073.5506158,0.310523941356167,-1,0.310182298569148
8073.5506159,0.310526345645904,-1,0.313259215089365
8073.5506161,0.310525059369758,-1,0.310182337026816
8073.5506165,0.310526021456555,-1,0.313259037743437
8073.5506174,0.310525185926732,-1,0.310183155854617
8073.5506191,0.310525965270156,-1,0.313255262063155
8073.5506226,0.310525212427781,-1,0.310200513474794
8073.5506296,0.310525952397251,-1,0.313176660991417
8073.5506436,0.310525218772257,-1,0.310533421176881
8073.5506715,0.310525949247711,-1,0.310525943845201
8073.5507273,0.310525220341389,-1,0.310525546309887
8073.5508389,0.31052594846455,-1,0.31052559552169
8073.5510622,0.310525220732619,-1,0.310525580235466
8073.5515088,0.310525948269023,-1,0.310525586446746
8073.552402,0.310525220830361,-1,0.310525583629362
8073.5541883,0.310525948220157,-1,0.310525584973115
8073.557761,0.310525220854792,-1,0.310525584316808
8073.5649064,0.310525948207942,-1,0.310525584641423
8073.5791972,0.3105252208609,-1,0.31052558448025
8073.6077788,0.310525948204888,-1,0.310047880287049
8073.664942,0.310525220862426,-1,0.310047880505709
8073.7792683,0.310525948204123,-1,0.309570176157758
8074.007921,0.310525220862812,-1,0.309570176373642
8074.4652263,0.310525948203941,-1,0.309092472045209
8075.3798369,0.310525220862934,-1,0.309092472106464
8077.2090581,0.310525948203919,-1,0.308614768529629
8080.8675005,0.310525220863063,-1,0.308614765110277
8088.1843854,0.310525948204084,-1,0.308137077611412
8102.8181551,0.31052522086302,-1,0.308136999996238
8132.0856947,0.310525948204586,-1,0.307659654617724
8190.6207737,0.310525220864302,-1,0.307658006042415
8307.6909317,0.310525948206179,-1,0.307187741043441
8541.8312477,0.310525220867767,-1,0.306810046415123
9000,0.310525948206745,-1,0.306571208356904
9065.1295814,0.298104909749032,-1,0.306332342312476
9082.2267151,0.310525954932892,-1,0.306093504223517
9085.6377098,0.298104907294657,-1,0.305854638176844
9086.4035551,0.310525954077537,-1,0.305615800088891
9086.5669194,0.298104908193356,-1,0.305376934041731
9086.6025471,0.31052594986164,-1,0.305138095954014
9086.610243,0.298104927832649,-1,0.30489922990672
9086.6119123,0.310525859317027,-1,0.304660391819011
9086.6122737,0.298105345884294,-1,0.304421525771626
9086.612352,0.310523930213428,-1,0.304182687683798
9086.612369,0.298114241019535,-1,0.303943821636385
9086.6123727,0.310483085246853,-1,0.304182687822358
9086.6123735,0.298298330889086,-1,0.303943821516245
9086.6123737,0.300705887867866,-1,0.304182687796618
9086.6123738,0.304315431349103,-1,0.303943821523402
9086.6123739,0.304315431048834,-1,0.30418268776921
9086.6123741,0.304315430549988,-1,0.303943821658145
9086.6123743,0.304315430990422,-1,0.304182687148595
9086.6123748,0.304315430576287,-1,0.303943824520015
9086.6123758,0.304315430977933,-1,0.304182673931556
9086.6123778,0.304315430582374,-1,0.303943885499268
9086.6123817,0.304315430974928,-1,0.304182392790223
9086.6123896,0.304315430583867,-1,0.303945175318188
9086.6124053,0.304315430974184,-1,0.304176602229544
9086.6124368,0.304315430584238,-1,0.304315430810547
9086.6124999,0.304315430973998,-1,0.304315430781134
9086.6126259,0.304315430584331,-1,0.304315430778253
9086.612878,0.304315430973952,-1,0.304315430779575
9086.6133823,0.304315430584354,-1,0.304315430778941
9086.6143907,0.30431543097394,-1,0.304315430779252
9086.6164076,0.30431543058436,-1,0.304315430779098
9086.6204414,0.304315430973937,-1,0.304315430779175
9086.6285089,0.304315430584361,-1,0.304315430779136
9086.644644,0.304315430973937,-1,0.304315430779154
9086.6769142,0.304315430584362,-1,0.310469264994334
9086.7414546,0.304315430973936,-1,0.310469262493868
9086.8705353,0.304315430584362,-1,0.316623096436211
9087.1286968,0.304315430973936,-1,0.316623094381518
9087.6450198,0.304315430584362,-1,0.32277692624883
9088.6776657,0.304315430973936,-1,0.32277693387239
9090.7429577,0.304315430584362,-1,0.328930721029063
9094.8735416,0.304315430973936,-1,0.328930934937387
9103.1347093,0.304315430584362,-1,0.335083769832711
9119.6570448,0.304315430973937,-1,0.335088375810478
9152.7017158,0.304315430584364,-1,0.341221005323851
9218.7910578,0.304315430973938,-1,0.341317422320372
9350.9697418,0.30431543058436,-1,0.347055098454882
9615.3271098,0.304315430973926,-1,0.348519070534937
10000,0.304315430584327,-1,0.351600153353361
10057.5515996,0.464315120568858,-1,0.35467699528664
10072.3260361,0.304315365572125,-1,0.357753939812879
10075.3017406,0.464315113474917,-1,0.360830838143352
10075.9670983,0.304315377162318,-1,0.363907767553339
10076.1092809,0.46431505952406,-1,0.366984671262817
10076.1402653,0.304315628796918,-1,0.370061598382524
10076.1469604,0.46431389704744,-1,0.373138503150871
10076.1484124,0.304320992200791,-1,0.376215429761237
10076.1487268,0.46428913825235,-1,0.379292334779403
10076.148795,0.30443518600631,-1,0.382369261266052
10076.1488098,0.463763798321644,-1,0.385446166345783
10076.148813,0.306822272493902,-1,0.382369258586534
10076.1488137,0.45349501047118,-1,0.38544616618207
10076.1488138,0.342378704665793,-1,0.382369258688002
10076.1488139,0.384423584252959,-1,0.385446165841591
10076.148814,0.384313320849618,-1,0.382369260420641
10076.1488141,0.384315988656167,-1,0.385446157896934
10076.1488143,0.384314787176652,-1,0.382369297186145
10076.1488146,0.3843155956336,-1,0.385445988377913
10076.1488152,0.384314927030793,-1,0.382370079928354
10076.1488166,0.384315536086305,-1,0.385442379050738
10076.1488192,0.384314954561388,-1,0.382386675983099
10076.1488244,0.38431552284346,-1,0.385367164086745
10076.1488349,0.384314961056675,-1,0.382706414397963
10076.1488558,0.384315519626809,-1,0.384319347418079
10076.1488976,0.38431496265732,-1,0.384315191045382
10076.1489813,0.384315518828399,-1,0.384315254212273
10076.1491486,0.384314963056048,-1,0.384315236131754
10076.1494833,0.384315518629154,-1,0.384315242901434
10076.1501527,0.38431496315564,-1,0.384315239937137
10076.1514914,0.384315518579365,-1,0.38431524132776
10076.1541689,0.384314963180533,-1,0.384315240653807
10076.1595239,0.384315518566919,-1,0.384315240985397
10076.1702339,0.384314963186755,-1,0.384315240820728
10076.1916539,0.384315518563807,-1,0.384315240902724
10076.2344938,0.38431496318831,-1,0.383723966274041
10076.3201738,0.384315518563029,-1,0.383723966588387
10076.4915336,0.384314963188701,-1,0.383132691846235
10076.8342532,0.384315518562842,-1,0.383132692140209
10077.5196925,0.384314963188821,-1,0.382541417480478
10078.890571,0.384315518562824,-1,0.382541417420804
10081.632328,0.384314963188775,-1,0.381950144376032
10087.1158421,0.384315518562688,-1,0.381950136870972
10098.0828703,0.384314963188326,-1,0.381358898190897
10120.0169266,0.384315518561867,-1,0.381358732131906
10163.8850393,0.38431496318699,-1,0.380768223921469
10251.6212647,0.384315518563531,-1,0.380764716343215
10427.0937155,0.38431496318273,-1,0.380189016307012
10778.0386171,0.384315518562065,-1,0.379895634032581
11000,0.38431496318857,-1,0.379599985152937
11040.7428736,0.368942379281068,-1,0.379304359392481
11050.3240899,0.384314970830296,-1,0.379008710825035
11052.3275334,0.368942375532455,-1,0.378713084914913
11052.7682553,0.384314970699384,-1,0.37841743641574
11052.8630998,0.368942377476129,-1,0.378121810473011
11052.8837054,0.38431496160414,-1,0.377826161989819
11052.8881637,0.36894241941529,-1,0.377530536039256
11052.8891301,0.384314768048958,-1,0.37723488755992
11052.8893394,0.368943312884981,-1,0.376939261607566
11052.8893847,0.384310645652989,-1,0.376643613129263
11052.8893946,0.368962305092434,-1,0.376347987176197
11052.8893967,0.384223766153717,-1,0.376643613285868
11052.8893972,0.369347317621748,-1,0.376347987038768
11052.8893973,0.376687024053476,-1,0.376643613292677
11052.8893974,0.376628647692111,-1,0.376347987050581
11052.8893975,0.376628693416978,-1,0.37664361322975
11052.8893977,0.376628655809213,-1,0.376347987337463
11052.8893979,0.376628689525592,-1,0.376643611903591
11052.8893985,0.37662865758419,-1,0.376347993455732
11052.8893996,0.376628688677382,-1,0.376643583657642
11052.8894019,0.376628657998868,-1,0.376348123763474
11052.8894063,0.376628688472353,-1,0.376642983495866
11052.8894153,0.376628658100811,-1,0.376350865120901
11052.8894332,0.376628688421523,-1,0.376630916679089
11052.8894691,0.37662865812619,-1,0.376628673000287
11052.8895407,0.376628688408843,-1,0.376628673401923
11052.889684,0.376628658132528,-1,0.376628673209142
11052.8899707,0.376628688405674,-1,0.376628673298581
11052.890544,0.376628658134112,-1,0.376628673255459
11052.8916906,0.376628688404882,-1,0.376628673276637
11052.8939838,0.376628658134508,-1,0.376628673266158
11052.8985702,0.376628688404684,-1,0.376628673271367
11052.9077429,0.376628658134607,-1,0.37662867326881
11052.9260885,0.376628688404634,-1,0.376628673270205
11052.9627796,0.376628658134632,-1,0.382782553109053
11053.0361618,0.376628688404623,-1,0.382782552752795
11053.1829261,0.376628658134638,-1,0.388936432616727
11053.4764549,0.376628688404618,-1,0.388936432697111
11054.0635124,0.376628658134642,-1,0.395090310298096
11055.2376274,0.376628688404619,-1,0.39509032078386
11057.5858575,0.376628658134647,-1,0.401244150306508
11062.2823176,0.376628688404667,-1,0.401244382625004
11071.6752378,0.376628658134641,-1,0.407397188147618
11090.4610783,0.376628688404412,-1,0.407402143208518
11128.0327591,0.37662865813483,-1,0.41353322776685
11203.1761209,0.376628688404912,-1,0.413636764913111
11353.4628444,0.376628658134318,-1,0.419345924732379
11654.0362914,0.376628688405853,-1,0.420883833862102
12000,0.376628658137082,-1,0.423961854437972
12054.3112678,0.536629564231588,-1,0.427038761753636
12067.966007,0.376628648863464,-1,0.43011571284232
12070.7407344,0.53662956487109,-1,0.43319264590244
12071.3587569,0.37662866022251,-1,0.436269590819958
12071.4910446,0.53662950603128,-1,0.439346526092075
12071.5198517,0.376628930763965,-1,0.44242347006473
12071.5260783,0.536628255993755,-1,0.445500405774355
12071.5274285,0.376634698415379,-1,0.448577349536379
12071.5277209,0.536601631992666,-1,0.451654285349362
12071.5277843,0.376757489718007,-1,0.454731229060164
12071.527798,0.536036886921268,-1,0.457808164898513
12071.527801,0.379320623937409,-1,0.454731228757157
12071.5278017,0.525066843705599,-1,0.45780816495853
12071.5278018,0.416614295507431,-1,0.454731228789407
12071.5278019,0.456657223377227,-1,0.457808164555478
12071.527802,0.456628248341927,-1,0.454731230648633
12071.5278021,0.456629416710383,-1,0.457808156009659
12071.5278022,0.456628917697776,-1,0.454731270180982
12071.5278026,0.456629256260128,-1,0.457807973709361
12071.5278032,0.4566289752097,-1,0.454732111880676
12071.5278046,0.456629231693442,-1,0.457804092666671
12071.5278072,0.456628986585074,-1,0.454749951802258
12071.5278126,0.456629226217534,-1,0.457723350502898
12071.5278232,0.456628989271864,-1,0.455091134377546
12071.5278446,0.456629224886714,-1,0.456630161094725
12071.5278872,0.456628989934157,-1,0.456629084212771
12071.5279725,0.456629224556344,-1,0.456629112744009
12071.5281431,0.456628990099148,-1,0.456629105349244
12071.5284843,0.456629224473897,-1,0.456629108136027
12071.5291667,0.45662899014036,-1,0.45662910691242
12071.5305316,0.456629224453294,-1,0.456629107487203
12071.5332612,0.45662899015066,-1,0.456629107208438
12071.5387205,0.456629224448143,-1,0.456629107345677
12071.5496391,0.456628990153235,-1,0.456629107277338
12071.5714763,0.456629224446856,-1,0.456629107311042
12071.6151507,0.456628990153879,-1,0.455926591771518
12071.7024995,0.456629224446533,-1,0.455926591457475
12071.8771971,0.456628990154039,-1,0.45522407594105
12072.2265923,0.456629224446452,-1,0.45522407559249
12072.9253826,0.456628990154075,-1,0.454521560172615
12074.3229633,0.456629224446427,-1,0.454521559394944
