SimTime,power_in,p_$flow,gp_ack_bus[0]
55300,4.8546302788037874,0.78264675949732576,0
55335.924087,4.856005284539993,0.6032345153675488,0
55336.8822475,4.8560421620986061,0.59816945950435629,0
55337.348432,4.8560599250548524,0.59553632435539117,0
55337.4189125,4.8560625998582543,0.59513335938516732,0
55337.5598734,4.8560679408413341,0.59431311817268906,0
55337.6846062,4.8560726571445922,0.5935627931325882,0
55337.8216185,4.8560778267388436,0.59270569089593106,0
55337.9721654,4.8560834931678283,0.59172524922818148,0
55337.987501,4.8560840695539609,0.59162322853499272,0
55338.0181722,4.8560852218550892,0.59141810784849635,0
55338.0795147,4.8560875245568376,0.5910037432655979,0
55338.2021995,4.856092122240943,0.59016000464443907,0
55338.4475692,4.8561012859398822,0.58842300329077946,0
55338.8570313,4.8561164808566746,0.58542021662932142,0
55339.3102393,4.8561331536957137,0.58200521290016016,0
55339.8298653,4.856152078147363,0.57803928285535877,0
55340.4127685,4.8561730614821244,0.57357914282153621,0
55341.0992906,4.8561974422847225,0.56835175921779824,0
55341.9134363,4.8562258927399089,0.56221482212359442,0
55341.924087,4.8562262616179916,0.56213503637883855,0
55341.9243385,4.8562262703286967,0.56213309759957153,0
55341.9247208,4.8562262835693746,0.56213006720600278,0
55341.9248657,4.8562262885865772,0.56212891877321636,0
55341.9250292,4.8562262942463006,0.56212762317210829,0
55341.925356,4.8562263055656816,0.56212503167835803,0
55341.9260098,4.8562263282041895,0.5621198475258683,0
55341.9273173,4.8562263734801885,0.56210947456632188,0
55341.9299322,4.856226464028115,0.56208871007176864,0
55341.9351622,4.8562266451076548,0.56204710712222361,0
55341.9456221,4.8562270072012943,0.56196360809422985,0
55341.9665419,4.8562277311252995,0.56179545892636984,0
55342.0083815,4.8562291779085305,0.56145472270741037,0
55342.0920607,4.8562320671283103,0.56075676025631838,0
55342.2594192,4.8562378275670675,0.55930393947601476,0
55342.5580225,4.8562480428925383,0.55656908630539603,0
55342.8267918,4.8562571663267082,0.55400237773115868,0
55343.0366416,4.8562642415031361,0.551973705427107,0
55343.3133911,4.8562735080090187,0.54936223159232966,0
55343.3766104,4.8562756147236827,0.54878497092440037,0
55343.503049,4.8562798174113899,0.54766340716232598,0
55343.6700313,4.8562853466006208,0.54625437919613273,0
55343.9142699,4.8562933934601018,0.5443501765502462,0
55344.133,4.8562933934601018,0.5443501765502462,1
55344.1335368,4.8563005797370602,0.54280287789495163,1
55344.1562358,4.8563013217505286,0.54265151507128517,1
55344.201634,4.8563028047577328,0.54235373606125981,1
55344.2924303,4.8563057668052663,0.54177791569181177,1
55344.3378284,4.8563072458903536,0.54149985446249127,1
55344.4286247,4.8563102003617384,0.54096336838097403,1
55344.4399742,4.8563105693291231,0.54089814771096256,1
55344.4626733,4.8563113070431658,0.54076893665120163,1
55344.5080714,4.8563127816024707,0.54051550742818866,1
55344.5988677,4.8563157273616389,0.54002913727802704,1
55344.7804602,4.8563216063860519,0.53913986038986184,1
55345.0744763,4.8563310943444087,0.53793753805562994,1
55345.5028146,4.8563448647940888,0.53670780213351632,1
55346.0689865,4.8563630117106529,0.53600712518576321,1
55346.8384817,4.8563876727316462,0.53663694065626388,1
55347.0428373,4.8563942330692145,0.53709335995404284,1
55347.4515485,4.8564073879855609,0.53831338662062522,1
55347.5737999,4.85641133293894,0.53875138273200096,1
55347.8183026,4.8564192398379147,0.5397038541477075,1
55348.1862694,4.8564311857357589,0.54127061291060974,1
55348.3493012,4.8564364972000575,0.54199889082048702,1
